"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneList","Dataset","Regulation","Source"
"R-DME-166658","Complement cascade","15/651","37/4391",0.000121540601882724,0.00505287271041273,0.00485421823479727,"38825/35908/35906/35905/35902/31504/41958/36410/35949/35904/35691/31506/35238/32693/31503",15,"CG8564, CG8170, CG13744, CG8172, flz, CG42264, Sb, CG12374, hig, Np, Corin, CG3108, Hasp, CG8945, CG3097","OSNs","up","Reactome"
"R-DME-977606","Regulation of Complement cascade","15/651","37/4391",0.000121540601882724,0.00505287271041273,0.00485421823479727,"38825/35908/35906/35905/35902/31504/41958/36410/35949/35904/35691/31506/35238/32693/31503",15,"CG8564, CG8170, CG13744, CG8172, flz, CG42264, Sb, CG12374, hig, Np, Corin, CG3108, Hasp, CG8945, CG3097","OSNs","up","Reactome"
"R-DME-419037","NCAM1 interactions","7/651","10/4391",0.000121755968925608,0.00505287271041273,0.00485421823479727,"33125/3346207/43417/34231/318958/31322/33793",7,"DIP-beta, CG33543, DIP-gamma, DIP-zeta, DIP-kappa, DIP-alpha, DIP-eta","OSNs","up","Reactome"
"R-DME-2672351","Stimuli-sensing channels","19/651","55/4391",0.000199975666481787,0.00781081426728862,0.00750373089089554,"31621/246504/37286/42310/45338/43324/318575/43542/36003/34991/37566/37498/33886/38562/33887/43702/39015/39362/43487",19,"iav, ppk3, ppk6, unc79, na, unc80, ppk31, trp, trpl, Trpgamma, ppk12, ppk9, ppk7, CG42540, ppk14, ppk24, TrpA1, CG6938, ppk30","OSNs","up","Reactome"
"R-DME-549132","Organic cation/anion/zwitterion transport","13/651","31/4391",0.00023091733887892,0.0085182840564224,0.00818338639535823,"33059/42374/33051/38689/31883/4379817/42377/41790/40437/42890/40441/40590/37275",13,"run, CG4465, RunxB, CG42269, lz, RunxA, CG4459, CG14856, SLC22A, Orct2, CG7458, CG44098, CG8654","OSNs","up","Reactome"
"R-DME-8963743","Digestion and absorption","19/651","56/4391",0.000261569255870952,0.00914115715254275,0.00878177113893612,"37540/41135/37854/34460/37877/40912/32496/34463/43973/41557/33962/33559/43671/35218/37539/41643/43980/59241/36863",19,"Alp8, phu, CG10339, CG18284, CG11406, Nlg3, Alp11, CG31871, Lip1, CG6753, Nlg2, CG2772, Alp4, Alp12, Alp2, Lip3, Lip2, CG18530, Amyrel","OSNs","up","Reactome"
"R-DME-192456","Digestion of dietary lipid","12/651","28/4391",0.000315417047200676,0.0104718459670625,0.0100601437159795,"37854/34460/37877/40912/34463/43973/41557/33962/33559/41643/43980/59241",12,"CG10339, CG18284, CG11406, Nlg3, CG31871, Lip1, CG6753, Nlg2, CG2772, Lip3, Lip2, CG18530","OSNs","up","Reactome"
"R-DME-112315","Transmission across Chemical Synapses","37/651","145/4391",0.000428794428156299,0.0135580714426563,0.0130250337575297,"31867/318064/38337/37895/40198/40665/42374/31107/31744/31767/40148/39730/42377/44484/43644/39984/42918/39835/31997/42919/31419/42473/38050/36616/40065/38284/50391/42249/42471/40590/53426/40891/38616/37275/33683/36574/43703",37,"Ir8a, stg1, Fife, SerT, Ir76b, Nmdar1, CG4465, Nmdar2, Gbeta5, nAChRalpha3, Gbeta76C, pHCl-1, CG4459, GluRIB, Pka-C2, Grd, nAChRalpha1, CG43373, X11Lbeta, nAChRalpha2, CG6927, KaiR1D, RhoGEF3, CG12869, Ir75d, ACXD, Grip, ChAT, Ir93a, CG44098, ACXE, Ir84a, Ir64a, CG8654, Ir25a, VGAT, pHCl-2","OSNs","up","Reactome"
"R-DME-5620922","BBSome-mediated cargo-targeting to cilium","7/651","12/4391",0.000611686516106606,0.0184618112133994,0.0177359822373494,"38780/37439/33217/36167/39389/40019/40600",7,"BBS1, BBS9, BBS8, BBS4, Rh7, AstC-R2, BBS5","OSNs","up","Reactome"
"R-DME-112314","Neurotransmitter receptors and postsynaptic signal transmission","26/651","95/4391",0.00100146815876081,0.0277072857257157,0.0266179694828531,"31867/40198/40665/31107/31744/31767/40148/39730/44484/43644/39984/42918/39835/42919/31419/42473/38050/40065/38284/50391/42471/53426/40891/38616/33683/43703",26,"Ir8a, Ir76b, Nmdar1, Nmdar2, Gbeta5, nAChRalpha3, Gbeta76C, pHCl-1, GluRIB, Pka-C2, Grd, nAChRalpha1, CG43373, nAChRalpha2, CG6927, KaiR1D, RhoGEF3, Ir75d, ACXD, Grip, Ir93a, ACXE, Ir84a, Ir64a, Ir25a, pHCl-2","OSNs","up","Reactome"
"R-DME-1852241","Organelle biogenesis and maintenance","26/651","95/4391",0.00100146815876081,0.0277072857257157,0.0266179694828531,"38282/42159/38780/34702/36806/41124/38055/37439/33230/34262/35114/33142/33217/38957/33472/39760/38219/35349/36167/33917/41739/33412/39389/34651/40019/40600",26,"Oseg2, CG7794, BBS1, Ttc30, CngA, betaTub85D, Atac3, BBS9, rempA, CG3769, IFT46, Cluap1, BBS8, Oseg1, CG15399, CG13074, Oseg4, Oseg5, BBS4, IFT52, IFT54, robl22E, Rh7, Pkd2, AstC-R2, BBS5","OSNs","up","Reactome"
"R-DME-1483206","Glycerophospholipid biosynthesis","29/651","112/4391",0.00137396276863184,0.0364924511348615,0.0350577447490902,"33064/37540/41135/31938/43461/36895/33244/32496/32339/31402/31925/32230/32261/40200/32964/43086/36616/31939/43671/35218/31532/39515/43492/37539/42249/34609/37672/31775/35930",29,"CG15450, Alp8, phu, Yp2, CG14507, CG6472, CG2839, Alp11, Yp3, CG3009, CG1986, Agpat1, CG42237, CG7365, CG14212, CG4582, CG12869, Yp1, Alp4, Alp12, CG5966, CG10116, CG7582, Alp2, ChAT, zuc, Gpdh2, Miga, Hydr1","OSNs","up","Reactome"
"R-DME-425407","SLC-mediated transmembrane transport","41/651","176/4391",0.0015552893625576,0.0397196975668556,0.038158111486231,"37772/33927/35580/33059/42374/33051/38689/31883/117368/35579/39461/35915/32695/32008/4379817/42377/42036/35370/326229/41790/40437/45883/40728/34509/37157/36994/42890/45248/37657/40441/34390/35914/40590/34662/37275/36574/34660/32472/40727/36391/35827",41,"GlyT, Oatp26F, Zip42C.2, run, CG4465, RunxB, CG42269, lz, prt, Zip42C.1, Ent3, CNT1, CG4991, Ant2, RunxA, CG4459, Glut3, tadr, CG32669, CG14856, SLC22A, kar, CG1213, CG7309, List, CG6484, Orct2, Nckx30C, Fatp2, CG7458, CG4995, CNT2, CG44098, Oatp33Eb, CG8654, VGAT, Oatp33Ea, CG11655, CG1208, CG8785, Mal-A4","OSNs","up","Reactome"
"R-DME-6805567","Keratinization","10/651","25/4391",0.00189433107373447,0.0449227083199888,0.043156565063274,"34460/37877/34463/43973/41557/33559/41643/43980/59241/37552",10,"CG18284, CG11406, CG31871, Lip1, CG6753, CG2772, Lip3, Lip2, CG18530, Liprin-gamma","OSNs","up","Reactome"
"R-DME-6809371","Formation of the cornified envelope","10/651","25/4391",0.00189433107373447,0.0449227083199888,0.043156565063274,"34460/37877/34463/43973/41557/33559/41643/43980/59241/37552",10,"CG18284, CG11406, CG31871, Lip1, CG6753, CG2772, Lip3, Lip2, CG18530, Liprin-gamma","OSNs","up","Reactome"
