"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneList","Dataset","Regulation","Source"
"R-DME-72649","Translation initiation complex formation","53/1367","56/4391",6.55046686490816e-24,4.20321623831607e-22,2.8385356414602e-22,"37070/39484/36037/43839/40563/36565/34309/33835/36981/39877/37005/44150/37292/39108/31700/37580/45525/32617/32700/43768/47219/39386/39480/42789/43532/31106/40587/45682/37589/32953/33710/32635/43594/41843/44260/35098/42761/47218/39433/31243/34420/37475/36851/49809/39088/36576/41343/41200/43039/31897/34149/36321/33487",53,"pAbp, RpS4, eIF3j, eIF4G1, eIF3a, eIF3m, RpS2, eIF4A, eIF3b, eIF3e, eIF3c, RpS15Aa, RpS18, RpS9, RpS6, RpS16, eIF4E1, eIF2alpha, RpS5a, RpS3A, RpS14b, eIF3l, RpS12, eIF3d1, RpS8, sta, eIF3f1, eIF3h, RpS24, RpS10b, eIF3i, RpS19a, RpS7, eIF2gamma, eIF1A, RpS26, RpS3, RpS14a, eIF2beta, eIF3g1, RpS27A, eIF3k, RpS15, eIF4H1, RpS17, RpS23, RpS25, RpS29, RpS27, RpS28b, RpS13, RpS11, RpS21","OSNs","down","Reactome"
"R-DME-72702","Ribosomal scanning and start codon recognition","53/1367","56/4391",6.55046686490816e-24,4.20321623831607e-22,2.8385356414602e-22,"39484/36037/43839/40563/36565/34309/33835/36981/39877/37005/44150/37292/39108/31700/37580/45525/32617/32700/43768/47219/39386/39480/42789/43532/31106/40587/45682/37589/32953/33710/32635/43594/41843/44260/35098/42761/32566/47218/39433/31243/34420/37475/36851/49809/39088/36576/41343/41200/43039/31897/34149/36321/33487",53,"RpS4, eIF3j, eIF4G1, eIF3a, eIF3m, RpS2, eIF4A, eIF3b, eIF3e, eIF3c, RpS15Aa, RpS18, RpS9, RpS6, RpS16, eIF4E1, eIF2alpha, RpS5a, RpS3A, RpS14b, eIF3l, RpS12, eIF3d1, RpS8, sta, eIF3f1, eIF3h, RpS24, RpS10b, eIF3i, RpS19a, RpS7, eIF2gamma, eIF1A, RpS26, RpS3, eIF5, RpS14a, eIF2beta, eIF3g1, RpS27A, eIF3k, RpS15, eIF4H1, RpS17, RpS23, RpS25, RpS29, RpS27, RpS28b, RpS13, RpS11, RpS21","OSNs","down","Reactome"
"R-DME-72695","Formation of the ternary complex, and subsequently, the 43S complex","48/1367","49/4391",9.12140427539746e-24,5.40267791696619e-22,3.64856171015898e-22,"39484/36037/40563/36565/34309/36981/39877/37005/44150/37292/39108/31700/37580/32617/32700/43768/47219/39386/39480/42789/43532/31106/40587/45682/37589/32953/33710/32635/43594/41843/44260/35098/42761/47218/39433/31243/34420/37475/36851/39088/36576/41343/41200/43039/31897/34149/36321/33487",48,"RpS4, eIF3j, eIF3a, eIF3m, RpS2, eIF3b, eIF3e, eIF3c, RpS15Aa, RpS18, RpS9, RpS6, RpS16, eIF2alpha, RpS5a, RpS3A, RpS14b, eIF3l, RpS12, eIF3d1, RpS8, sta, eIF3f1, eIF3h, RpS24, RpS10b, eIF3i, RpS19a, RpS7, eIF2gamma, eIF1A, RpS26, RpS3, RpS14a, eIF2beta, eIF3g1, RpS27A, eIF3k, RpS15, RpS17, RpS23, RpS25, RpS29, RpS27, RpS28b, RpS13, RpS11, RpS21","OSNs","down","Reactome"
"R-DME-209441","WG ligand not bound to FZ receptors","44/1367","50/4391",5.91289643923658e-17,3.25209304158012e-15,2.19621867743073e-15,"34387/43769/34999/42802/36638/41531/31151/34359/31014/45959/47877/43449/36951/40639/39628/39855/40174/41785/43673/36018/32221/31016/32584/33105/2768940/34420/35742/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/43162/35701/38456/40388/50428/42641/31248",44,"Usp14, pan, Prosbeta4, Rpn9, Rpn6, Prosalpha2, arm, Prosalpha6, Roc1a, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, dco, Prosalpha7, CkIalpha, SkpA, Prosalpha4, Rpt6, Pp2A-29B, RpS27A, Cul1, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, gro, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7, sgg","OSNs","down","Reactome"
"R-DME-209412","Wingless pathway","48/1367","57/4391",9.92657460663256e-17,5.09564163140471e-15,3.44121253029929e-15,"34387/43791/43769/34999/42802/36638/41531/31151/49701/34359/31014/45959/47877/43449/36951/40639/39628/39855/40174/41785/43673/36018/45307/32221/31016/32584/33105/2768940/34420/35742/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/43162/40090/35701/38456/40388/50428/42641/31248",48,"Usp14, lgs, pan, Prosbeta4, Rpn9, Rpn6, Prosalpha2, arm, gish, Prosalpha6, Roc1a, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, dco, Prosalpha7, fz, CkIalpha, SkpA, Prosalpha4, Rpt6, Pp2A-29B, RpS27A, Cul1, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, gro, fz2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7, sgg","OSNs","down","Reactome"
"R-DME-72766","Translation","122/1367","211/4391",1.95104350755563e-16,9.38939688011145e-15,6.34089139955579e-15,"35422/31022/43349/37070/41347/36271/44791/40451/40240/39484/31588/36037/43839/44251/40563/39338/36565/34309/33835/36981/318249/39877/37005/3355089/3355144/43723/44150/37292/39108/31700/37580/34329/43864/40654/45525/38794/32617/32700/43768/47219/39386/3355124/34352/40687/34363/39480/33214/42789/38208/37922/43532/31106/36855/43698/40587/45682/34658/37589/32953/33710/32635/43594/41843/37235/44260/35098/42761/31613/32566/43103/47218/38302/34754/40060/37849/45249/39433/40932/33654/36985/34526/3354918/31243/34420/37475/45329/50381/37995/38883/37628/33629/36851/38397/49809/38983/33703/39088/36576/41343/37587/31009/41200/43039/31483/34098/44059/43573/35988/31897/34149/35453/36321/33487/42061/44261/37430/34412/38815/33569/38593/32395/36722",122,"eEF2, RpL22, RpL4, pAbp, RpL3, eEF1alpha1, eEF1gamma, RpLP0, eRF1, RpS4, RpL7A, eIF3j, eIF4G1, RpL8, eIF3a, RpL10Ab, eIF3m, RpS2, eIF4A, eIF3b, mRpS21, eIF3e, eIF3c, mRpS5, RpL38, RpL6, RpS15Aa, RpS18, RpS9, RpS6, RpS16, RpL13, RpL10, RpL35A, eIF4E1, RpL18, eIF2alpha, RpS5a, RpS3A, RpS14b, eIF3l, RpL5, RpL7, RpL13A, eEF1delta, RpS12, RpLP1, eIF3d1, RpL23A, Nurf-38, RpS8, sta, RpLP2, mRpL32, eIF3f1, eIF3h, eRF3, RpS24, RpS10b, eIF3i, RpS19a, RpS7, eIF2gamma, RpL11, eIF1A, RpS26, RpS3, RpL17, eIF5, RpL27, RpS14a, mRpL23, RpL24, RpL26, RpL39, eEF1beta, eIF2beta, mRpS9, RpL27A, RpL18A, RpL9, RpL15, eIF3g1, RpS27A, eIF3k, RpL12, mRpL33, RpL19, Srp9, RpL23, RpL40, RpS15, RpL28, eIF4H1, RpL14, mRpL24, RpS17, RpS23, RpS25, bonsai, RpL36, RpS29, RpS27, RpL35, RpL36A, RpL30, RpL32, RpL31, RpS28b, RpS13, RpL21, RpS11, RpS21, mRpS11, eIF5B, RpL29, mRpS7, Srp19, Thor, Srp54k, mRpS25, eIF2Bgamma","OSNs","down","Reactome"
"R-DME-209461","Ubiquitination and degradation of phosphorylated ARM","42/1367","48/4391",4.92262172024373e-16,2.22965807328686e-14,1.50574311442749e-14,"34387/34999/42802/36638/41531/31151/34359/31014/45959/47877/43449/36951/40639/39628/39855/40174/41785/43673/36018/32221/31016/32584/33105/2768940/34420/35742/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641/31248",42,"Usp14, Prosbeta4, Rpn9, Rpn6, Prosalpha2, arm, Prosalpha6, Roc1a, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, dco, Prosalpha7, CkIalpha, SkpA, Prosalpha4, Rpt6, Pp2A-29B, RpS27A, Cul1, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7, sgg","OSNs","down","Reactome"
"R-DME-209360","Ubiquitination and proteolysis of phosphorylated CI","44/1367","52/4391",1.38155531820222e-15,5.90998663897615e-14,3.99115980813974e-14,"43767/34387/34999/42802/34284/36638/41531/31151/34359/31014/45959/47877/43449/36951/40639/39628/39855/40174/41785/43673/36018/32221/31016/32584/33105/2768940/34420/35742/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641/31248",44,"ci, Usp14, Prosbeta4, Rpn9, Pka-C1, Rpn6, Prosalpha2, arm, Prosalpha6, Roc1a, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, dco, Prosalpha7, CkIalpha, SkpA, Prosalpha4, Rpt6, Pp2A-29B, RpS27A, Cul1, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7, sgg","OSNs","down","Reactome"
"R-DME-209446","N-HH ligand not bound to PTC receptor complex","47/1367","58/4391",4.07803351775229e-15,1.65267674140487e-13,1.11609338380589e-13,"43767/34387/48448/34999/32132/42802/34284/36638/41531/31151/34359/31014/45959/47877/43449/36951/40639/39628/39855/40174/41785/43673/36018/32221/31016/32584/33105/2768940/34420/35742/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641/246638/31248",47,"ci, Usp14, CkIIalpha, Prosbeta4, CkIIbeta, Rpn9, Pka-C1, Rpn6, Prosalpha2, arm, Prosalpha6, Roc1a, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, dco, Prosalpha7, CkIalpha, SkpA, Prosalpha4, Rpt6, Pp2A-29B, RpS27A, Cul1, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7, ave, sgg","OSNs","down","Reactome"
"R-DME-5252538","Drosophila signaling pathways","105/1367","184/4391",9.5315087643295e-14,3.66963087426686e-12,2.47819227872567e-12,"43991/43767/34387/33196/32536/43791/41273/38001/34405/44801/64880/43769/117294/48448/34999/32358/49260/36059/32132/38565/42802/45525/34284/36638/41531/31151/39013/49701/43312/34359/31014/40179/31474/34896/42186/42428/38613/36775/33245/45815/45959/47877/43449/36951/40639/39628/39855/40174/41785/31554/43673/36018/39063/45307/32221/31016/32584/33105/33218/2768940/43256/34420/41704/35742/35430/41079/40717/42805/34969/38146/42549/32534/117332/39753/37894/33629/32047/39102/39845/33738/44030/42828/3772082/44289/41709/41140/43162/40090/35701/38456/40388/50428/44432/42641/246638/43222/37851/35524/42922/33569/38017/35927/41087/33627/31248",105,"Pten, ci, Usp14, smo, sd, lgs, hth, zip, lft, bsk, chico, pan, Dsp1, CkIIalpha, Prosbeta4, ben, Pp1-87B, 14-3-3zeta, CkIIbeta, HDAC1, Rpn9, eIF4E1, Pka-C1, Rpn6, Prosalpha2, arm, dally, gish, wdb, Prosalpha6, Roc1a, RhoGDI, Mlc-c, Cul3, 14-3-3epsilon, Stat92E, Uev1A, Rho1, ds, Spn27A, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, sqh, dco, Prosalpha7, PGRP-LC, fz, CkIalpha, SkpA, Prosalpha4, Rpt6, ex, Pp2A-29B, spz, RpS27A, rdx, Cul1, tsh, Prosbeta3, Rpn5, Rpt5, cact, Rac1, InR, PGRP-LE, Rheb, Diap1, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, msn, Rpt2, kay, flw, foxo, Ras85D, gro, fz2, Rpt1, Ubi-p63E, Rpn10, Sem1, IKKbeta, Rpn7, ave, Tl, yki, Src42A, Pp1alpha-96A, Thor, Pdk1, Su(var)2-10, Rel, ft, sgg","OSNs","down","Reactome"
"R-DME-209392","Hedgehog pathway","51/1367","69/4391",2.21588276602903e-13,8.12490347543978e-12,5.48694780159569e-12,"43767/34387/33196/48448/34999/32132/42802/34284/36638/41531/31151/39013/34359/31014/34896/45959/47877/43449/36951/40639/39628/39855/40174/41785/43673/36018/32221/31016/32584/33105/2768940/34420/41704/35742/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641/246638/31248",51,"ci, Usp14, smo, CkIIalpha, Prosbeta4, CkIIbeta, Rpn9, Pka-C1, Rpn6, Prosalpha2, arm, dally, Prosalpha6, Roc1a, Cul3, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, dco, Prosalpha7, CkIalpha, SkpA, Prosalpha4, Rpt6, Pp2A-29B, RpS27A, rdx, Cul1, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7, ave, sgg","OSNs","down","Reactome"
"R-DME-216167","Nuclear CI is degraded","33/1367","38/4391",1.24288738975858e-12,4.35010586415501e-11,2.93773383033845e-11,"43767/34387/34999/42802/36638/41531/34359/34896/43449/36951/40639/39628/39855/40174/36018/32584/33105/34420/41704/41079/40717/42805/37894/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641",33,"ci, Usp14, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cul3, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt6, RpS27A, rdx, Prosbeta3, Rpn5, Rpt5, Rpn8, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7","OSNs","down","Reactome"
"R-DME-432626","Circadian Clock pathway","47/1367","65/4391",7.52501132151203e-12,2.51924292068011e-10,1.70130690747228e-10,"34387/48448/34999/49260/32132/42802/36638/41531/43312/34359/42186/45959/47877/43449/36951/40639/39628/39855/40174/43673/36018/32221/32584/33105/2768940/34420/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/44289/41140/35701/38456/40388/50428/42641/246638/35524/42922/31248",47,"Usp14, CkIIalpha, Prosbeta4, Pp1-87B, CkIIbeta, Rpn9, Rpn6, Prosalpha2, wdb, Prosalpha6, 14-3-3epsilon, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, dco, Prosalpha7, CkIalpha, Prosalpha4, Rpt6, Pp2A-29B, RpS27A, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, flw, Ras85D, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7, ave, Src42A, Pp1alpha-96A, sgg","OSNs","down","Reactome"
"R-DME-538864","Degradation of CRY","31/1367","36/4391",9.96715391435167e-12,3.19779521418783e-10,2.1595500147762e-10,"34387/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/33105/34420/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641",31,"Usp14, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt6, RpS27A, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7","OSNs","down","Reactome"
"R-DME-209452","N-HH ligand bound to PTC receptor complex","44/1367","60/4391",1.62823077770836e-11,5.01495079534176e-10,3.3867200176334e-10,"43767/34387/33196/48448/34999/32132/42802/36638/41531/31151/34359/34896/45959/47877/43449/36951/40639/39628/39855/40174/43673/36018/32221/32584/33105/2768940/34420/41704/41079/40717/42805/37894/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641/246638/31248",44,"ci, Usp14, smo, CkIIalpha, Prosbeta4, CkIIbeta, Rpn9, Rpn6, Prosalpha2, arm, Prosalpha6, Cul3, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, dco, Prosalpha7, CkIalpha, Prosalpha4, Rpt6, Pp2A-29B, RpS27A, rdx, Prosbeta3, Rpn5, Rpt5, Rpn8, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7, ave, sgg","OSNs","down","Reactome"
"R-DME-446652","Interleukin-1 family signaling","46/1367","65/4391",4.30103895275435e-11,1.27376922831571e-09,8.60207790550871e-10,"44801/34999/32358/42802/36638/41531/34359/31014/42428/38613/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/34969/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/44432/42641/39173/41087/42821/46058",46,"bsk, Prosbeta4, ben, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Stat92E, Uev1A, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, IKKbeta, Rpn7, Dronc, Rel, Pli, Prosbeta1","OSNs","down","Reactome"
"R-DME-432524","Degradation of PER","32/1367","39/4391",6.15734244897916e-11,1.75598284656072e-09,1.18585854572932e-09,"34387/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/43673/36018/32584/33105/34420/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641",32,"Usp14, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, dco, Prosalpha7, Prosalpha4, Rpt6, RpS27A, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7","OSNs","down","Reactome"
"R-DME-187577","SCF(Skp2)-mediated degradation of p27/p21","39/1367","52/4391",7.59997417480112e-11,2.08999289807031e-09,1.41142377532021e-09,"39340/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/36001/42641/42453/46058",39,"CycA, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, dap, Rpn7, Cdk2, Prosbeta1","OSNs","down","Reactome"
"R-DME-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","41/1367","56/4391",8.9208844984283e-11,2.36864864268614e-09,1.59960687558025e-09,"34999/40633/42802/36638/41531/35420/34359/31014/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/43580/33629/32047/39845/33738/42828/35701/38456/40388/42435/42641/37237/46058",41,"Prosbeta4, Hph, Rpn9, Rpn6, Prosalpha2, Cul2, Prosalpha6, Roc1a, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, sima, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, EloB, Rpn7, EloC, Prosbeta1","OSNs","down","Reactome"
"R-DME-1234174","Cellular response to hypoxia","42/1367","58/4391",9.39167220670130e-11,2.41052919972e-09,1.62788984916156e-09,"34999/40633/42802/36638/41531/35420/34359/31014/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/43580/33629/32047/39845/33738/43856/42828/35701/38456/40388/42435/42641/37237/46058",42,"Prosbeta4, Hph, Rpn9, Rpn6, Prosalpha2, Cul2, Prosalpha6, Roc1a, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, sima, RpL40, Rpt3, Rpn12, Rpn11, nej, Rpt2, Rpt1, Ubi-p63E, Rpn10, EloB, Rpn7, EloC, Prosbeta1","OSNs","down","Reactome"
"R-DME-9020702","Interleukin-1 signaling","43/1367","60/4391",9.72812385757644e-11,2.41634044204318e-09,1.63181432449669e-09,"34999/32358/42802/36638/41531/34359/31014/38613/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/34969/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/44432/42641/41087/42821/46058",43,"Prosbeta4, ben, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Uev1A, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, IKKbeta, Rpn7, Rel, Pli, Prosbeta1","OSNs","down","Reactome"
"R-DME-1428517","The citric acid (TCA) cycle and respiratory electron transport","85/1367","152/4391",1.05133810594471e-10,2.52978231742945e-09,1.70842442216015e-09,"43829/3355155/41067/37617/43507/45880/43798/44149/41800/42185/34500/43693/34374/39846/31605/36252/41845/5740185/44390/31578/37228/38612/39143/32940/40390/35279/35590/35491/317928/5740593/31950/33852/32740/31762/50002/38447/42505/43936/40272/37728/42759/40995/42586/46260/47173/33918/35156/41432/42291/44228/50246/32989/43437/34996/33744/37385/37946/33443/44046/37931/44207/39950/45401/46069/35970/41133/33528/42591/41340/39999/44001/41745/36159/38154/39214/35100/32565/31184/37466/31604/32936/32434/42808/42282/34747",85,"ATPsynbeta, ND-AGGG, ScsbetaA, blw, ATPsyngamma, Ldh, ND-49, mAcon1, UQCR-C1, Mdh2, porin, ATPsynC, CG4957, UQCR-C2, Fum1, wal, ATPsynO, UQCR-11, RFeSP, ND-B16.6, SdhA, Cyt-c1, ATPsynB, Idh3a, COX8, COX4, SdhB, COX4L, ND-MLRQ, ND-MWFE, ATPsyndelta, ND-51, ND-24, ND-75, COX7A, Scsalpha1, CG5793, Men-b, ND-39, levy, ATPsynCF6, COX7AL, Idh3b, ND-SGDH, Men, COX5B, L2HGDH, COX5A, ATPsynD, ND-PDSW, COX7C, COX6B, Pdhb, Cyt-c-p, ND-13A, ND-B14.7, ND-19, ND-B17.2, sun, ATPsynF, ND-23, UQCR-Q, ox, ATPsynG, Pdk, GstZ2, ND-B14.5B, ND-42, SdhC, Eip75B, ScsbetaG, ATPsynE, ND-B14, ND-ACP, ND-13B, bsf, ND-20, D2hgdh, ND-B12, ND-ASHI, ND-18, ND-B18, SdhD, NP15.6, ND-B22","OSNs","down","Reactome"
"R-DME-5610780","Degradation of GLI1 by the proteasome","39/1367","53/4391",2.02202157078615e-10,4.71805033183436e-09,3.18621580851151e-09,"43767/34999/42802/36638/41531/34359/31014/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/34263/46058",39,"ci, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, numb, Prosbeta1","OSNs","down","Reactome"
"R-DME-5687128","MAPK6/MAPK4 signaling","41/1367","57/4391",2.23316172707698e-10,5.02766443372225e-09,3.39530585134489e-09,"3354888/34167/34999/42802/36638/41531/34359/32981/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/32551/33105/326237/34420/32274/41079/40717/42805/38146/37378/37894/33629/32047/39845/33738/42828/41709/35701/38456/40388/42641/34411/46058",41,"rl, emb, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc42, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, CycD, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Rac1, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, foxo, Rpt1, Ubi-p63E, Rpn10, Rpn7, Cdk1, Prosbeta1","OSNs","down","Reactome"
"R-DME-8878159","Transcriptional regulation by RUNX3","45/1367","65/4391",2.28530201532829e-10,5.02766443372225e-09,3.39530585134489e-09,"43795/32536/43769/34999/42802/36638/41531/31151/34359/43449/36951/40639/31738/39628/39855/43804/40174/36018/32584/31567/45269/32551/33105/326237/34420/32274/41079/40717/42805/31722/37378/37894/33629/32047/39845/33738/43856/42828/41140/35701/38456/40388/42641/37851/46058",45,"zfh2, sd, pan, Prosbeta4, Rpn9, Rpn6, Prosalpha2, arm, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Smox, Prosbeta2, Prosbeta6, mav, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, CycD, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, fs(1)h, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, nej, Rpt2, Ras85D, Rpt1, Ubi-p63E, Rpn10, Rpn7, yki, Prosbeta1","OSNs","down","Reactome"
